"muni10_id";"cd_geocodm";"id_ibge";"id_snis";"ID_SNIS2";"ID_IBGE2";"ID_SNIS3";"MUNICIP1";"MUNICIP2";"UF";"REGIAO";"CENTRX";"CENTRY";"RENDAPIT";"GINI";"PIB";"IDH";"ag001";"ag020";"ag022";"ge012";"CONSUMO1";"DOMICIL";"REDE";"PROPREDE"
"274";"5105002";"5105002";"510500";"510500";5105002;510500;"JAURU";"Jauru";"MT";5;-58,8659;-15,3096;457,16;0,56;94688,05;0,68;6230;410;1967;10455;39,22;3213;1855;0,577342048
"787";"3115706";"3115706";"311570";"311570";3115706;311570;"CENTRAL DE MINAS";"Central de Minas";"";3;-41,2949;-18,7684;483,18;0,61;NA;NA;NA;NA;NA;NA;NA;2330;1927;0,827038627
"1402";"3167004";"3167004";"316700";"316700";3167004;316700;"SERRANOS";"Serranos";"";3;-44,5369;-21,831;419,52;0,51;NA;NA;NA;NA;NA;NA;NA;635;505;0,795275591
"776";"3114907";"3114907";"311490";"311490";3114907;311490;"CASA GRANDE";"Casa Grande";"";3;-43,938;-20,8362;338,59;0,4;NA;NA;NA;NA;NA;NA;NA;615;374;0,608130081
"1755";"3502606";"3502606";"350260";"350260";3502606;350260;"APARECIDA D'OESTE";"Aparecida d'Oeste";"SP";3;-50,9219;-20,4787;608,31;0,47;50225,66;0,76;3759;203,8;1373;4450;45,8;1553;1305;0,840309079
"1333";"4322152";"4322152";"432215";"432215";4322152;432215;"TUNAS";"Tunas";"RS";4;-52,8927;-29,1142;481,63;0,47;32406,65;0,72;2850;NA;950;4395;NA;1380;803;0,581884058
"1808";"3507209";"3507209";"350720";"350720";3507209;350720;"BOR";"Bor";"SP";3;-50,502;-22,2445;676,11;0,4;14461,31;0,79;661;31,3;212;805;38,88;239;188;0,786610879
"847";"4218301";"4218301";"421830";"421830";4218301;421830;"TRS BARRAS";"Trs Barras";"SC";4;-50,255;-26,17;522,48;0,48;333505,98;0,76;9133;217,84;2301;18129;12,02;5260;4409;0,838212928
"267";"5104500";"5104500";"510450";"510450";5104500;510450;"INDIAVA";"Indiava";"";5;-58,5996;-15,3334;419,88;0,48;NA;NA;NA;NA;NA;NA;NA;752;598;0,795212766
"759";"3113305";"3113305";"311330";"311330";3113305;311330;"CARANGOLA";"Carangola";"MG";3;-42,0875;-20,7027;613,8;0,49;118613,25;0,78;26059;1484,21;10135;32296;45,96;10936;9172;0,838697879
"308";"2407609";"2407609";"240760";"240760";2407609;240760;"MESSIAS TARGINO";"Messias Targino";"RN";2;-37,4854;-6,0927;348,42;0,45;10463,46;0,61;1939;24,27;241;4188;5,8;1176;857;0,728741497
"714";"2910727";"2910727";"291072";"291072";2910727;291072;"EUNPOLIS";"Eunpolis";"BA";2;-39,6057;-16,284;563,87;0,59;634010,36;0,7;85916;2627,34;22206;100196;26,22;29461;24849;0,843454058
"462";"4120507";"4120507";"412050";"412050";4120507;412050;"PRIMEIRO DE MAIO";"Primeiro de Maio";"PR";4;-51,0741;-22,8622;580,45;0,48;90845,83;0,75;9686;472,08;3176;10832;43,58;3513;2963;0,843438656
"632";"3101706";"3101706";"310170";"310170";3101706;310170;"ALMENARA";"Almenara";"MG";3;-40,7238;-16,0911;411,5;0,54;115676,75;0,67;31750;1221,36;9880;38775;31,5;11548;9116;0,789400762
"1304";"3159209";"3159209";"315920";"315920";3159209;315920;"SANTA RITA DE CALDAS";"Santa Rita de Caldas";"MG";3;-46,2714;-22,0237;590,95;0,43;45653,26;0,77;5655;245,57;2041;9027;27,2;3113;1965;0,6312239
"1369";"3164407";"3164407";"316440";"316440";3164407;316440;"SO SEBASTIO DA BELA VISTA";"So Sebastio da Bela Vista";"";3;-45,7758;-22,1612;569,05;0,43;NA;NA;NA;NA;NA;NA;NA;1544;953;0,617227979
"567";"4128401";"4128401";"412840";"412840";4128401;412840;"URA";"Ura";"PR";4;-50,8299;-23,2163;617,11;0,48;71341,26;0,75;9414;399,75;3138;11472;34,85;3770;3157;0,837400531
"337";"4111258";"4111258";"411125";"411125";4111258;411125;"ITAPERUU";"Itaperuu";"PR";4;-49,4886;-25,1273;458,09;0,41;76469,17;0,68;18867;607,23;5453;23887;25,42;6875;5609;0,815854545
"1558";"3306206";"3306206";"330620";"330620";3306206;330620;"VASSOURAS";"Vassouras";"RJ";3;-43,5778;-22,3645;674,66;0,53;179392,45;0,78;27119;1659;8030;34410;48,21;11049;8705;0,787854104
"2225";"3544400";"3544400";"354440";"354440";3544400;354440;"RUBICEA";"Rubicea";"SP";3;-50,7858;-21,3611;565,14;0,37;51351,48;0,78;2469;115,8;809;2729;42,43;866;730;0,84295612
"1018";"4307054";"4307054";"430705";"430705";4307054;430705;"ERNESTINA";"Ernestina";"RS";4;-52,5545;-28,4209;619,04;0,44;47144,18;0,81;3088;215;700;3088;69,62;1082;905;0,836414048
"357";"2412203";"2412203";"241220";"241220";2412203;241220;"SO JOS DE MIPIBU";"So Jos de Mipibu";"RN";2;-35,2896;-6,064;322,8;0,58;104194,49;0,67;16962;327,43;3604;39776;8,23;10799;6996;0,647837763
"965";"3130804";"3130804";"313080";"313080";3130804;313080;"INGA";"Inga";"MG";3;-44,9246;-21,4106;592,42;0,52;20363,88;0,76;1630;67,22;600;2629;25,57;809;512;0,632880099
"991";"2932903";"2932903";"293290";"293290";2932903;293290;"VALENA";"Valena";"BA";2;-39,1988;-13,3561;365,23;0,55;278261,22;0,67;76492;2087,5;20147;88673;23,54;26342;19718;0,748538456
"181";"5004700";"5004700";"500470";"500470";5004700;500470;"IVINHEMA";"Ivinhema";"MS";5;-53,7991;-22,3713;678,22;0,48;132957,7;0,74;17239;871;5730;22341;38,99;7201;5536;0,768782114
"589";"4201000";"4201000";"420100";"420100";4201000;420100;"ANITA GARIBALDI";"Anita Garibaldi";"SC";4;-51,0797;-27,7306;490,94;0,51;38327,71;0,75;5328;141,66;1480;8623;16,43;2709;1585;0,585086748
"1295";"3158409";"3158409";"315840";"315840";3158409;315840;"SANTANA DE CATAGUASES";"Santana de Cataguases";"MG";3;-42,5561;-21,2821;432,46;0,41;12155,02;0,74;2917;116,31;1108;3622;32,11;1212;972;0,801980198
"53";"1708205";"1708205";"170820";"170820";1708205;170820;"FORMOSO DO ARAGUAIA";"Formoso do Araguaia";"TO";1;-50,0981;-11,959;416,72;0,53;110343,19;0,71;11912;407,1;3306;18427;22,09;5354;3090;0,577138588
"1188";"4314605";"4314605";"431460";"431460";4314605;431460;"PIRATINI";"Piratini";"RS";4;-53,1032;-31,4389;504,44;0,52;148791,73;0,76;10369;379;4128;19841;19,1;7236;4264;0,589275843
"534";"5215900";"5215900";"521590";"521590";5215900;521590;"PALMINPOLIS";"Palminpolis";"GO";5;-50,1951;-16,8198;676,14;0,53;21917,89;0,75;2699;106,18;1086;3557;29,85;1275;951;0,745882353
"408";"4116802";"4116802";"411680";"411680";4116802;411680;"NOVA CANTU";"Nova Cantu";"PR";4;-52,5585;-24,6592;442,46;0,48;74215,13;0,7;4345;156,69;1420;7425;21,1;2345;1354;0,577398721
"322";"5107198";"5107198";"510719";"510719";5107198;510719;"RIBEIROZINHO";"Ribeirozinho";"MT";5;-52,7602;-16,4939;569,9;0,48;25566,01;0,73;1681;NA;67;2199;NA;743;626;0,842530283
"1050";"4309001";"4309001";"430900";"430900";4309001;430900;"GIRU";"Giru";"RS";4;-54,2991;-28,03;637,48;0,54;222470,16;0,78;12695;472;4307;17075;27,64;5758;4768;0,8280653
"601";"5222005";"5222005";"522200";"522200";5222005;522200;"VIANPOLIS";"Vianpolis";"GO";5;-48,4418;-16,813;644,68;0,47;86180,25;0,78;9164;359,27;3058;12548;28,63;3990;2723;0,68245614
"2169";"3539608";"3539608";"353960";"353960";3539608;353960;"PLANALTO";"Planalto";"SP";3;-49,9359;-21,0013;547,4;0,39;59014,34;0,74;3704;223,8;1345;4463;50,15;1415;1190;0,840989399
"436";"4118709";"4118709";"411870";"411870";4118709;411870;"PAULO FRONTIN";"Paulo Frontin";"PR";4;-50,7486;-26,0608;569,52;0,53;68263,87;0,74;2662;86,13;856;6913;12,46;2174;1345;0,618675253
"1464";"3171907";"3171907";"317190";"317190";3171907;317190;"VIRGOLNDIA";"Virgolndia";"MG";3;-42,3175;-18,4517;323,93;0,5;16888,81;0,67;3402;125,89;1273;5658;22,25;1764;1141;0,646825397
"83";"2707701";"2707701";"270770";"270770";2707701;270770;"RIO LARGO";"Rio Largo";"AL";2;-35,8642;-9,4781;358,04;0,5;167147,03;0,67;39789;797,8;10615;68481;11,65;18444;13629;0,738939493
"2276";"3549201";"3549201";"354920";"354920";3549201;354920;"SO JOO DAS DUAS PONTES";"So Joo das Duas Pontes";"SP";3;-50,3834;-20,4085;529,86;0,36;33023,54;0,75;2227;108,3;764;2566;42,21;852;714;0,838028169
"1957";"3520202";"3520202";"352020";"352020";3520202;352020;"IGARAT";"Igarat";"SP";3;-46,1504;-23,1348;548,05;0,43;58252,11;0,76;3869;312;1888;8831;35,33;2809;1707;0,607689569
"718";"4209409";"4209409";"420940";"420940";4209409;420940;"LAGUNA";"Laguna";"SC";4;-48,8223;-28,6105;676,29;0,45;178662,1;0,79;51092;1435,54;15118;51562;27,84;17229;13008;0,755006094
"328";"4110607";"4110607";"411060";"411060";4110607;411060;"IPOR";"Ipor";"PR";4;-53,7198;-24,0451;606,62;0,45;96259,92;0,75;12611;538,25;4176;14981;35,93;4878;4088;0,83804838
"839";"2921005";"2921005";"292100";"292100";2921005;292100;"MATA DE SO JOO";"Mata de So Joo";"BA";2;-38,1552;-12,4823;423,79;0,59;145406,45;0,67;34665;1265,44;9862;40183;31,49;11693;9301;0,795433165
"2197";"3541901";"3541901";"354190";"354190";3541901;354190;"QUELUZ";"Queluz";"SP";3;-44,7852;-22,5042;486,45;0,47;41137,66;0,77;8908;408,2;2662;11309;36,1;2998;2476;0,825883923
"493";"4122800";"4122800";"412280";"412280";4122800;412280;"SALGADO FILHO";"Salgado Filho";"PR";4;-53,4154;-26,1413;556,45;0,46;46988,08;0,76;2239;71,39;749;4403;16,21;1385;848;0,612274368
"306";"4108908";"4108908";"410890";"410890";4108908;410890;"GUAIRA";"Guaira";"PR";4;-52,7401;-22,9229;613,59;0,45;56058,35;0,71;5212;222,8;1687;6197;35,95;1920;1605;0,8359375
"314";"2408201";"2408201";"240820";"240820";2408201;240820;"NSIA FLORESTA";"Nsia Floresta";"RN";2;-35,1733;-6,055;329,62;0,54;72198,26;0,67;9380;215,04;2149;23784;9,04;6379;4019;0,630036056
"809";"3117801";"3117801";"311780";"311780";3117801;311780;"CONCEIO DOS OUROS";"Conceio dos Ouros";"MG";3;-45,7768;-22,4483;504,06;0,39;75933,36;0,76;8123;371,21;3017;10388;35,73;3188;2650;0,831242158
"617";"3100302";"3100302";"310030";"310030";3100302;310030;"ABRE CAMPO";"Abre Campo";"MG";3;-42,4426;-20,2732;442,11;0,52;52425,89;0,72;7281;NA;2390;13311;NA;3930;2274;0,578625954
"556";"2613602";"2613602";"261360";"261360";2613602;261360;"SO JOS DO EGITO";"So Jos do Egito";"PE";2;-37,2738;-7,5276;332,77;0,54;94025,53;0,66;21610;372,94;4072;31829;11,72;10041;6980;0,695149885
"559";"2613909";"2613909";"261390";"261390";2613909;261390;"SERRA TALHADA";"Serra Talhada";"PE";2;-38,3697;-8,0361;401,48;0,57;243161,19;0,68;62380;1019,82;14754;79232;12,87;23026;17944;0,779292973
"2176";"3540259";"3540259";"354025";"354025";3540259;354025;"PONTALINDA";"Pontalinda";"SP";3;-50,5252;-20,451;539,36;0,38;49575,67;0,73;3462;153,8;1145;4074;37,75;1314;1102;0,838660578
"635";"4203808";"4203808";"420380";"420380";4203808;420380;"CANOINHAS";"Canoinhas";"SC";4;-50,5334;-26,2483;675,74;0,5;484029,42;0,78;46019;1477,2;14753;52765;28;16184;12336;0,762234305
"362";"4113304";"4113304";"411330";"411330";4113304;411330;"LARANJEIRAS DO SUL";"Laranjeiras do Sul";"PR";4;-52,3821;-25,3457;636,83;0,55;156188,85;0,75;24949;834,76;7971;30777;27,12;9610;7939;0,826118626
"205";"5007406";"5007406";"500740";"500740";5007406;500740;"RIO VERDE DE MATO GROSSO";"Rio Verde de Mato Grosso";"MS";5;-55,0426;-18,8143;566;0,46;151009,74;0,75;16167;742;5571;18890;39,28;6207;5218;0,840663767
"143";"5000708";"5000708";"500070";"500070";5000708;500070;"ANASTCIO";"Anastcio";"MS";5;-55,7613;-20,7071;488,65;0,48;149710,89;0,73;19652;707;5732;23835;29,66;7352;6072;0,825897715
"237";"4104253";"4104253";"410425";"410425";4104253;410425;"CAMPO MAGRO";"Campo Magro";"PR";4;-49,4627;-25,2897;543,44;0,4;111456,62;0,74;19872;715,67;5862;24843;28,81;7408;6213;0,838687905
"3";"1700350";"1700350";"170035";"170035";1700350;170035;"ALIANA DO TOCANTINS";"Aliana do Tocantins";"TO";1;-48,9082;-11,3322;349,27;0,48;18196,4;0,72;4499;141,99;1283;5671;25,04;1724;1042;0,604408353
"1176";"4314159";"4314159";"431415";"431415";4314159;431415;"PAVERAMA";"Paverama";"RS";4;-51,7284;-29,5693;625,9;0,34;71668,18;0,79;1563;43;546;8044;5,35;2877;2389;0,830378867
"427";"5205802";"5205802";"520580";"520580";5205802;520580;"CORUMB DE GOIS";"Corumb de Gois";"GO";5;-48,6795;-15,9303;500,32;0,52;42479,94;0,72;6416;307,99;NA;10361;29,73;3200;1889;0,5903125
"703";"2909802";"2909802";"290980";"290980";2909802;290980;"CRUZ DAS ALMAS";"Cruz das Almas";"BA";2;-39,1194;-12,6845;462,99;0,57;185836,43;0,72;50919;1538,42;13979;58606;26,25;17226;14041;0,815105074
"391";"4115507";"4115507";"411550";"411550";4115507;411550;"MARUMBI";"Marumbi";"";4;-51,6596;-23,7543;642,08;0,46;NA;NA;NA;NA;NA;NA;NA;1509;1240;0,821736249
"2274";"3549003";"3549003";"354900";"354900";3549003;354900;"SO FRANCISCO";"So Francisco";"SP";3;-50,6759;-20,3658;636,91;0,46;23268,59;0,76;2355;120,6;851;2793;43,18;964;795;0,824688797
"577";"4200051";"4200051";"420005";"420005";4200051;420005;"ABDON BATISTA";"Abdon Batista";"";4;-51,0563;-27,5841;479,93;0,46;NA;NA;NA;NA;NA;NA;NA;846;495;0,585106383
"1419";"3168606";"3168606";"316860";"316860";3168606;316860;"TEFILO OTONI";"Tefilo Otoni";"MG";3;-41,3837;-17,7146;600,77;0,59;556975,89;0,74;110076;4096,99;35579;134745;30,41;40431;33852;0,837278326
"687";"4207205";"4207205";"420720";"420720";4207205;420720;"IMARU";"Imaru";"SC";4;-48,835;-28,2311;506,09;0,47;56403,34;0,74;5751;NA;NA;11672;NA;3897;2308;0,592250449
"1050";"3203353";"3203353";"320335";"320335";3203353;320335;"MARILNDIA";"Marilndia";"ES";3;-40,5179;-19,4351;508,97;0,39;41721,06;0,75;7848;NA;1785;11107;NA;3557;2110;0,593196514
"621";"3100708";"3100708";"310070";"310070";3100708;310070;"GUA COMPRIDA";"gua Comprida";"MG";3;-48,0842;-20,0055;668,79;0,45;49860,32;0,79;1520;89,01;617;2025;43,96;709;518;0,730606488
"849";"2921807";"2921807";"292180";"292180";2921807;292180;"MORTUGABA";"Mortugaba";"BA";2;-42,3481;-14,9638;328,47;0,48;34643,81;0,65;6669;169,33;1612;12477;13,57;3446;2209;0,641033082
"522";"4125209";"4125209";"412520";"412520";4125209;412520;"SO JORGE D'OESTE";"So Jorge d'Oeste";"PR";4;-52,9401;-25,6559;633,24;0,48;86869,85;0,75;5087;182,36;1713;9085;20,07;2991;2013;0,673019057
"135";"2803500";"2803500";"280350";"280350";2803500;280350;"LAGARTO";"Lagarto";"SE";2;-37,6648;-10,903;357,94;0,51;289864,35;0,61;70964;2101,25;19442;94861;22,15;27614;20294;0,734917071
"359";"4113106";"4113106";"411310";"411310";4113106;411310;"KALOR";"Kalor";"";4;-51,6899;-23,8571;527,37;0,4;NA;NA;NA;NA;NA;NA;NA;1519;1269;0,835418038
"158";"5002605";"5002605";"500260";"500260";5002605;500260;"CAMAPU";"Camapu";"MS";5;-53,8693;-19,3414;670,31;0,5;187579,77;0,76;9768;491;4178;13625;36,04;4786;3757;0,784997911
"536";"4126207";"4126207";"412620";"412620";4126207;412620;"SAPOPEMA";"Sapopema";"PR";4;-50,6046;-23,8752;601,53;0,58;36013,85;0,7;3976;144,93;1287;6736;21,52;2067;1330;0,643444606
"1317";"4321469";"4321469";"432146";"432146";4321469;432146;"TIO HUGO";"Tio Hugo";"RS";4;-52,598;-28,5826;644,76;0,42;33531,09;0;2724;140;819;2724;51,4;927;759;0,818770227
"2256";"3547403";"3547403";"354740";"354740";3547403;354740;"SANTA RITA D'OESTE";"Santa Rita d'Oeste";"SP";3;-50,8128;-20,0972;664,51;0,39;32310,33;0,75;1787;NA;NA;2543;NA;910;656;0,720879121
"1373";"3164605";"3164605";"316460";"316460";3164605;316460;"SO SEBASTIO DO OESTE";"So Sebastio do Oeste";"MG";3;-45,0442;-20,2516;528,2;0,41;46994,44;0,75;3247;137,3;1156;5805;23,65;1844;1108;0,600867679
"1449";"3170750";"3170750";"317075";"317075";3170750;317075;"VARJO DE MINAS";"Varjo de Minas";"MG";3;-45,9352;-18,4666;521,08;0,4;69748,84;0,74;5021;202,64;1858;6054;33,47;1937;1615;0,833763552
"1180";"3148509";"3148509";"314850";"314850";3148509;314850;"PAVO";"Pavo";"MG";3;-41,0616;-17,4715;331,9;0,53;22886,58;0,67;5615;NA;1664;8589;NA;2476;1699;0,686187399
"258";"5103502";"5103502";"510350";"510350";5103502;510350;"DIAMANTINO";"Diamantino";"MT";5;-56,798;-14,0956;672,58;0,48;475567,47;0,79;16585;530,4;4147;20341;26,08;5887;4414;0,749787668
"473";"2506202";"2506202";"250620";"250620";2506202;250620;"FREI MARTINHO";"Frei Martinho";"PB";2;-36,4491;-6,4156;399,88;0,58;7481,68;0,61;1875;44,61;467;2933;15,21;960;745;0,776041667
"929";"4302907";"4302907";"430290";"430290";4302907;430290;"CACEQUI";"Cacequi";"RS";4;-54,8024;-29,9205;545,65;0,52;135818,42;0,75;9741;358;3126;13676;26,18;4493;3764;0,837747607
"1083";"4310603";"4310603";"431060";"431060";4310603;431060;"ITAQUI";"Itaqui";"RS";4;-56,1754;-29,2138;563,6;0,52;738247,98;0,8;29904;1117;8776;38159;29,27;11605;9737;0,839034899
"1765";"3503356";"3503356";"350335";"350335";3503356;350335;"ARCO-RIS";"Arco-ris";"SP";3;-50,431;-21,7665;509,28;0,41;47770,18;0,71;1092;54,6;386;1925;28,36;643;382;0,594090202
"211";"2210805";"2210805";"221080";"221080";2210805;221080;"SIMPLCIO MENDES";"Simplcio Mendes";"PI";2;-42,0239;-7,7988;360,09;0,57;22962,31;0,67;6549;211;2113;12077;17,47;3407;2509;0,736425007
"86";"1715150";"1715150";"171515";"171515";1715150;171515;"NOVO ALEGRE";"Novo Alegre";"TO";1;-46,5599;-12,9142;427,99;0,53;6329,31;0,69;1686;74,41;633;2286;32,55;689;548;0,795355588
"337";"5107792";"5107792";"510779";"510779";5107792;510779;"SANTO ANTNIO DO LESTE";"Santo Antnio do Leste";"";5;-53,671;-14,8192;463,97;0,49;NA;NA;NA;NA;NA;NA;NA;1022;596;0,583170254
"769";"3114303";"3114303";"311430";"311430";3114303;311430;"CARMO DO PARANABA";"Carmo do Paranaba";"MG";3;-46,1852;-18,9077;649,61;0,51;168699,58;0,79;25200;1007,15;8263;29735;33,87;9798;7974;0,813839559
"1867";"3512605";"3512605";"351260";"351260";3512605;351260;"CORONEL MACEDO";"Coronel Macedo";"SP";3;-49,3069;-23,6302;460,11;0,46;68984,42;0,71;3953;163,3;1340;5001;32,65;1627;1322;0,812538414
"730";"3110707";"3110707";"311070";"311070";3110707;311070;"CAMBUQUIRA";"Cambuquira";"MG";3;-45,2618;-21,859;583,54;0,51;82661,38;0,79;10957;NA;NA;12602;NA;4005;3357;0,838202247
"409";"5204656";"5204656";"520465";"520465";5204656;520465;"CAMPINAU";"Campinau";"GO";5;-48,5681;-13,8848;396,27;0,56;18511,71;0,73;2173;62,98;809;3656;17,23;1208;706;0,584437086
"231";"5101407";"5101407";"510140";"510140";5101407;510140;"ARIPUAN";"Aripuan";"MT";5;-59,8393;-10,1876;530,02;0,58;120577,4;0,7;12300;650;1293;18656;34,84;5372;3236;0,602382725
"443";"5207600";"5207600";"520760";"520760";5207600;520760;"FAZENDA NOVA";"Fazenda Nova";"GO";5;-50,8556;-16,1522;508,17;0,47;45911,84;0,75;4074;132,17;1470;6322;20,91;2240;1331;0,594196429
"543";"4126603";"4126603";"412660";"412660";4126603;412660;"SIQUEIRA CAMPOS";"Siqueira Campos";"PR";4;-49,7929;-23,6392;648,43;0,5;107109,32;0,75;14930;520,95;5027;18454;28,23;6153;5010;0,814236958
"403";"4116307";"4116307";"411630";"411630";4116307;411630;"MUNHOZ DE MELO";"Munhoz de Melo";"PR";4;-51,7349;-23,1303;629,08;0,39;37519,58;0,77;3274;136;1168;3672;37,04;1199;991;0,826522102
"692";"3107307";"3107307";"310730";"310730";3107307;310730;"BOCAIVA";"Bocaiva";"MG";3;-43,5267;-17,2091;446,97;0,52;210142,5;0,74;38950;1263;10058;46654;27,07;13504;10880;0,805687204
"207";"5007554";"5007554";"500755";"500755";5007554;500755;"SANTA RITA DO PARDO";"Santa Rita do Pardo";"MS";5;-52,7742;-21,3194;467,23;0,44;120264,43;0,72;3504;163;1416;7259;22,45;2400;1402;0,584166667
"489";"5212105";"5212105";"521210";"521210";5212105;521210;"JOVINIA";"Jovinia";"GO";5;-49,6186;-17,7956;669,46;0,49;58853,63;0,79;6293;201,06;2054;7118;28,25;2408;1882;0,781561462
"480";"2607208";"2607208";"260720";"260720";2607208;260720;"IPOJUCA";"Ipojuca";"PE";2;-35,088;-8,4374;346,14;0,52;2871459,74;0,66;39235;569,45;5744;80637;7,06;22016;13464;0,611555233
"301";"5106281";"5106281";"510628";"510628";5106281;510628;"NOVO SO JOAQUIM";"Novo So Joaquim";"MT";5;-53,241;-15,0789;451,69;0,5;166998,25;0,74;3717;168;1546;6042;27,81;2063;1201;0,5821619
"1997";"3523701";"3523701";"352370";"352370";3523701;352370;"ITIRAPU";"Itirapu";"SP";3;-47,1694;-20,6576;521,75;0,44;27885,97;0,76;5039;249,9;1499;5914;42,26;1712;1426;0,832943925
"2226";"3544509";"3544509";"354450";"354450";3544509;354450;"RUBINIA";"Rubinia";"SP";3;-51,0184;-20,2499;668,5;0,4;19621,05;0,79;2349;153,4;1141;2862;53,6;996;781;0,784136546
"1027";"3202009";"3202009";"320200";"320200";3202009;320200;"DORES DO RIO PRETO";"Dores do Rio Preto";"ES";3;-41,8121;-20,635;389,46;0,51;27948,88;0,77;1975;102,58;778;6397;16,04;2059;1208;0,586692569
"2108";"3533809";"3533809";"353380";"353380";3533809;353380;"LEO";"leo";"SP";3;-49,3831;-22,9539;670,9;0,42;27073,11;0,76;2128;107;828;2673;40,03;911;704;0,772777168
"831";"3119807";"3119807";"311980";"311980";3119807;311980;"CRREGO DANTA";"Crrego Danta";"MG";3;-45,9829;-19,7816;553,95;0,48;19946,38;0,75;2088;88,53;875;3391;26,11;1208;742;0,614238411
"2242";"3546108";"3546108";"354610";"354610";3546108;354610;"SANTA CLARA D'OESTE";"Santa Clara d'Oeste";"SP";3;-50,9086;-20,067;671,38;0,46;16424,29;0,75;1664;84,3;563;2084;40,45;692;530;0,765895954
"867";"3122603";"3122603";"312260";"312260";3122603;312260;"DOM JOAQUIM";"Dom Joaquim";"MG";3;-43,2593;-18,9283;341,01;0,55;13126,12;0,65;2922;113,02;1037;4535;24,92;1333;939;0,704426107
"858";"2922508";"2922508";"292250";"292250";2922508;292250;"NAZAR";"Nazar";"BA";2;-38,9905;-12,9485;408,25;0,61;61296,66;0,68;21815;621,54;5612;27274;22,79;7981;6232;0,78085453
"727";"3110400";"3110400";"311040";"311040";3110400;311040;"CAMACHO";"Camacho";"MG";3;-45,1322;-20,6408;421,94;0,46;12666,69;0,7;1458;57,56;535;3154;18,25;988;575;0,581983806
"1980";"3522158";"3522158";"352215";"352215";3522158;352215;"ITACA";"Itaca";"SP";3;-48,839;-24,6179;389,76;0,55;12129,78;0,65;2020;80,8;708;3228;25,03;991;759;0,765893037
"1011";"3135076";"3135076";"313507";"313507";3135076;313507;"JAMPRUCA";"Jampruca";"";3;-41,7403;-18,464;338,38;0,48;NA;NA;NA;NA;NA;NA;NA;1490;930;0,624161074
"1970";"3521200";"3521200";"352120";"352120";3521200;352120;"IPORANGA";"Iporanga";"SP";3;-48,5463;-24,5127;417,09;0,53;16317,88;0,69;2383;97,7;802;4299;22,73;1239;722;0,582728006
"957";"3130200";"3130200";"313020";"313020";3130200;313020;"IGARATINGA";"Igaratinga";"MG";3;-44,7184;-19,9511;542,94;0,38;55026,03;0,74;4928;221,14;1540;9264;23,87;2757;2304;0,835690968
"1804";"3506904";"3506904";"350690";"350690";3506904;350690;"BOFETE";"Bofete";"SP";3;-48,2859;-23,129;601,12;0,47;91751,97;0,79;6367;311,4;2351;9618;32,38;3164;2043;0,645701643
"661";"3104304";"3104304";"310430";"310430";3104304;310430;"AREADO";"Areado";"MG";3;-46,1423;-21,356;619,45;0,45;62937,32;0,78;11525;528,04;4327;13731;38,46;4500;3731;0,829111111
"931";"3127909";"3127909";"312790";"312790";3127909;312790;"GRUPIARA";"Grupiara";"MG";3;-47,7604;-18,4881;542,89;0,41;8546,73;0,77;1173;56,1;483;1373;40,86;505;422;0,835643564
"853";"2922102";"2922102";"292210";"292210";2922102;292210;"MUNDO NOVO";"Mundo Novo";"BA";2;-40,5582;-11,9533;341,84;0,66;48547,62;0,64;16198;325,8;4046;24395;13,36;6720;4736;0,704761905
"1084";"4310652";"4310652";"431065";"431065";4310652;431065;"ITATI";"Itati";"";4;-50,1637;-29,4612;566,51;0,48;NA;NA;NA;NA;NA;NA;NA;910;566;0,621978022
"569";"4128534";"4128534";"412853";"412853";4128534;412853;"VENTANIA";"Ventania";"PR";4;-50,2453;-24,1763;394,24;0,44;92530,06;0,67;7343;237,7;2302;9957;23,87;3075;2365;0,769105691
"1415";"3168200";"3168200";"316820";"316820";3168200;316820;"TAPIRA";"Tapira";"MG";3;-46,1607;-19,8762;510,34;0,46;18024,38;0,74;1085;44,94;443;1873;23,99;664;396;0,596385542
"782";"4213807";"4213807";"421380";"421380";4213807;421380;"PRAIA GRANDE";"Praia Grande";"SC";4;-49,9896;-29,1818;581,43;0,43;42459,59;0,76;5382;176,12;1651;7267;24,24;2484;1569;0,631642512
"207";"4102505";"4102505";"410250";"410250";4102505;410250;"BARBOSA FERRAZ";"Barbosa Ferraz";"PR";4;-52,0467;-24,0824;499,45;0,49;73335,54;0,7;10137;398,72;3448;12656;31,5;4199;3468;0,825910931
"1093";"4311122";"4311122";"431112";"431112";4311122;431112;"JAQUIRANA";"Jaquirana";"RS";4;-50,3614;-28,9484;382,92;0,44;28702,91;0,73;2305;65;824;4177;15,56;1372;810;0,590379009
"758";"4212007";"4212007";"421200";"421200";4212007;421200;"PALMA SOLA";"Palma Sola";"SC";4;-53,3143;-26,3736;622,08;0,5;70641,64;0,76;5031;137,52;1386;7765;17,71;2279;1516;0,665204037
"618";"3100401";"3100401";"310040";"310040";3100401;310040;"ACAIACA";"Acaiaca";"MG";3;-43,1012;-20,3998;344,7;0,48;16608,48;0,68;3920;NA;NA;3920;NA;1261;894;0,708961142
"630";"4203303";"4203303";"420330";"420330";4203303;420330;"CAMPO ALEGRE";"Campo Alegre";"SC";4;-49,2172;-26,1203;530,47;0,41;127195,46;0,77;11297;300,35;2080;11748;25,57;3643;2202;0,604446884
